RecordType,Item,Manufacturer,Description,Quantity,SerialNumber
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320XYV
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320XYX
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320Y2A
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320Y2K
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320Y2P
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320Y50
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320Y7X
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320Y8A
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320YA3
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320YB5
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320YBB
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320YRT
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320YRZ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320YSX
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320YUX
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320YVT
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320ZKJ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320ZL9
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320ZLM
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320ZLZ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320ZPD
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320ZPW
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320ZQ0
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320ZS7
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320ZSD
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320ZSY
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320ZT1
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320ZU5
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320ZVJ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320ZVL
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320ZVV
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18320ZW1
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183210Q8
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183210QB
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183210R5
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183210RR
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183210S0
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183210S6
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183210SG
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183210TE
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183210TH
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183210TR
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183210U3
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183210UD
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183210UK
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183210UY
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183210YX
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183210ZE
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321105
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1832112D
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1832116B
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1832116P
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1832116S
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1832116V
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1832116Z
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321180
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183211CA
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183211DK
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183211MJ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183211QZ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183211R5
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183211SX
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321280
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1832129D
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183212A9
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183212AR
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183212BW
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183212EG
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183212GL
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183212GS
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183212H8
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183212MW
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183212N8
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183212P9
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183212QX
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183212U1
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183212XM
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1832130F
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1832130Z
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321322
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1832133W
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1832135X
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321365
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1832136B
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183213H1
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183213HQ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183213HX
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183213JF
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183213JT
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183213K7
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183213M4
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183213MT
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183213MZ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183213NH
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183213P0
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183213PH
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183213PW
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183213Q1
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183213Q6
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183213QS
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1832143J
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1832144J
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321451
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321457
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1832145H
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321460
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1832146P
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1832148X
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1832149E
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183214BB
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183214BK
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183214BQ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183214U9
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183214UC
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183214VG
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183214W7
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183214WN
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183214XJ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183214XP
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183214YG
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183214YL
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183214YN
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321542
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321562
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183216F7
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183217R7
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183217VH
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1832188N
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1832189E
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183218AE
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183218CX
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183218UU
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183218VY
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1832196V
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1832197F
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321989
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1832198E
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1832198U
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1832199J
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1832199T
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183219E0
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183219UQ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321A0U
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321A2Z
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321A3A
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321AQW
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321AR1
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321AT3
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321AWN
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321AX5
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321CHJ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321D0G
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321D19
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321D20
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321D2M
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321D32
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321D4G
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321D61
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321D6B
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321D6S
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321D7R
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321D8G
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321D8N
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321DAD
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321DAG
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321DAQ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321DBC
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321DBJ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321DBY
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321DC5
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321DCX
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321DEC
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321DF3
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321DH1
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321DHF
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321DJ7
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321DJT
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321DKK
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321DKP
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321DKU
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321DL0
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321DM0
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321DUR
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321E3B
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321ETT
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321EUE
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321EUT
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321EYX
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321F01
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321F07
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321F0H
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321F0U
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321FKA
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321FM7
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321FN5
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321FPQ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321FQ6
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321FQ9
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321FQP
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321FRZ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321FS3
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321FSE
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321FYK
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321FZ0
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321FZB
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321G0C
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321G0S
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321G11
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321G1K
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321G1Q
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321G1U
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321G28
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321G4A
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321G4H
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321G58
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321G96
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321GAJ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321GAK
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321GBF
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321GBQ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321GDB
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321GDH
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321GE1
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321GE4
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321GFQ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321GHA
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321GHK
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321GHQ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321GJ1
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321GJ3
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321GJ8
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321GJH
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321GJM
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321GJS
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321GL9
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321GP2
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321H72
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321H91
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321HBR
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321HDF
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321HDR
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321HKJ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321HLM
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321HMS
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321HND
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321HNE
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321HP5
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321HPN
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321HWY
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321J10
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321JXW
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321K1R
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321K3Y
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321K4E
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321K6V
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321KNE
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321KNS
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321KQT
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321KQZ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321KRB
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18321KRM
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18322E1Q
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18322XDS
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18322XEH
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18322XFL
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18322XGB
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18322XGR
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183305YR
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183307EW
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1833091R
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1833092W
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18330LSF
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18330MA3
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18330MGZ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18330MXR
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18330NQF
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18330QMB
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18330SZ1
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18330WAH
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18330WBL
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18330WCW
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18330WRK
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183311NS
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183311TN
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183311TQ
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183311TX
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183312T9
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183312VM
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS1833140E
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183314Q0
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183314SD
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183314VP
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183315EN
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183315FL
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183315H1
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183315JH
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183315JU
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183315JX
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS183318GD
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18331J6F
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18331J6K
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18331J8V
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18331J9V
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18331JAE
S,SFP-10G-SR,,CISCO 10GBASE-SR SFP MODULE,1,SFNS18331M3Y
